Date,Open,High,Low,Close,Adj Close,Volume,Days
2019-09-27,105.875,110.75,105.4375,107.5,107.5,720720,409
2019-09-30,104.75,106.375,100.1875,101.375,101.375,797712,410
2019-10-01,102.5,103.0625,96.75,98.75,98.75,876880,411
2019-10-02,99,99,93.5,95.25,95.25,795344,412
2019-10-03,92.5625,95.125,89.25,94.1875,94.1875,901968,413
2019-10-04,96.5625,97.6875,93.125,96.0625,96.0625,578624,414
2019-10-07,97.75,100.25,95.0625,96.0625,96.0625,543808,415
2019-10-08,93.1875,95.8125,92.4375,93.875,93.875,705968,416
2019-10-09,98.25,99.0625,94.1875,95.3125,95.3125,593872,417
2019-10-10,97.4375,99.1875,96.375,98.8125,98.8125,496176,418
2019-10-11,99.9375,103.75,99.9375,102.875,102.875,735696,419
2019-10-14,98.5,99.5625,96.25,98.9375,98.9375,410016,420
2019-10-15,98.375,99.9375,96.0625,96.9375,96.9375,360096,421
2019-10-16,96.25,99.75,96.25,98.375,98.375,255680,422
2019-10-17,96.9375,101.0625,95.875,100.625,100.625,378448,423
2019-10-18,101.4375,102.25,98.1875,99.625,99.625,324640,424
2019-10-21,96.4375,99.6875,96.375,99.1875,99.1875,323904,425
2019-10-22,101.25,103.4375,100.0625,101.8125,101.8125,536384,426
2019-10-23,100.6875,108.1875,100.5625,107.125,107.125,848240,427
2019-10-24,108.3125,110,107.8125,108.875,108.875,331632,428
2019-10-25,108.375,110.9375,106.5625,110.75,110.75,367616,429
2019-10-28,111,111.6875,106.5625,107.4375,107.4375,310928,430
2019-10-29,103.75,108,103.5,106.3125,106.3125,373088,431
2019-10-30,106.125,106.1875,102.5,103.875,103.875,485088,432
2019-10-31,102.6875,102.9375,99.6875,101,101,452848,433
2019-11-01,103.8125,109.125,103.5625,108.125,108.125,589136,434
2019-11-04,112.1875,113.25,109.5,110,110,390704,435
2019-11-05,112.1875,113.625,111.875,112.25,112.25,245856,436
2019-11-06,112.875,114.9375,108.25,109.75,109.75,543984,437
2019-11-07,112.875,114.8125,110.875,111.1875,111.1875,394432,438
2019-11-08,108.25,113.3125,106.6875,113.125,113.125,489056,439
2019-11-11,109.3125,112.9375,109.1875,111.125,111.125,289648,440
2019-11-12,112.75,113.75,109.875,111,111,305360,441
2019-11-13,109.8125,113.8125,109.625,112.625,112.625,299568,442
2019-11-14,114.0625,114.5625,110.5625,111.5625,111.5625,257856,443
2019-11-15,111.0625,115.6875,111,114.9375,114.9375,295248,444
2019-11-18,113.125,113.5,110.0625,111.25,111.25,425824,445
2019-11-19,107.9375,108.4375,104.25,105.25,105.25,570752,446
2019-11-20,107.0625,112.625,106.3125,111.3125,111.3125,559440,447
2019-11-21,114.0625,117.6875,113.8125,116.6875,116.6875,422240,448
2019-11-22,116.6875,117,113.0625,115,115,260912,449
2019-11-25,113.5625,115.625,112.375,114.9375,114.9375,260560,450
2019-11-26,116.4375,117.25,114.4375,116.5,116.5,238320,451
2019-11-27,116.0625,117.125,113.125,115.375,115.375,236352,452
2019-11-29,111.625,111.6875,104.1875,105.5,105.5,590560,453
2019-12-02,108.5625,108.875,105.625,106.75,106.75,393136,454
2019-12-03,106.4375,109.9375,105,108.0625,108.0625,552320,455
2019-12-04,113.6875,117,113.375,116.125,116.125,686304,456
2019-12-05,118.25,118.875,115.125,116.125,116.125,373280,457
2019-12-06,114.625,121.8125,114.625,118.5625,118.5625,496240,458
2019-12-09,117.25,119.5,117.125,118.625,118.625,213392,459
2019-12-10,118.1875,120.5625,117.5,119.75,119.75,232544,460
2019-12-11,118.75,119.3125,114.9375,117.875,117.875,268864,461
2019-12-12,118.1875,121.25,118.0625,119.3125,119.3125,269824,462
2019-12-13,120.25,124.5625,119.8125,121.5625,121.5625,336416,463
2019-12-16,123.4375,124.125,123.0625,123.4375,123.4375,164080,464
2019-12-17,124.6875,126.75,124.6875,126.125,126.125,185424,465
2019-12-18,124.875,127.375,124.25,126.4375,126.4375,204848,466
2019-12-19,126.8125,128.5,126.0625,127.125,127.125,148016,467
2019-12-20,126.5,126.5,123.5625,124.75,124.75,259248,468
2019-12-23,124.3125,126.5,124,126.25,126.25,160816,469
2019-12-24,126.875,128,126.6875,127.5,127.5,81264,470
2019-12-26,128.5625,130.8125,128.5625,129.875,129.875,136672,471
2019-12-27,130.625,131.125,128.5625,130.3125,130.3125,164320,472
2019-12-30,132.375,132.5625,127.6875,129.6875,129.6875,239840,473
2019-12-31,126.1875,130.8125,125.8125,127.875,127.875,216000,474
2020-01-02,127.6875,128.6875,125.875,128,128,274704,475
2020-01-03,137,137.9375,132.4375,135.375,135.375,718896,476
2020-01-06,137.9375,138.3125,134.1875,135.0625,135.0625,476640,477
2020-01-07,133.9375,135.5,132.1875,134.1875,134.1875,351088,478
2020-01-08,133.125,133.5,119.5,124.6875,124.6875,1002064,479
2020-01-09,120.8125,122.5,117.75,121.5625,121.5625,462544,480
2020-01-10,120.5625,121.4375,118.6875,119.9375,119.9375,264144,481
2020-01-13,118.0625,118.125,115.25,115.9375,115.9375,413376,482
2020-01-14,117.3125,118.1875,116.1875,117.3125,117.3125,322176,483
2020-01-15,116.1875,116.3125,113.25,115.4375,115.4375,320864,484
2020-01-16,116.125,118.875,115.9375,117.625,117.625,264816,485
2020-01-17,118.5,119.1875,116.75,118.25,118.25,247680,486
2020-01-21,116.4375,118.5625,116.1875,116.625,116.625,221712,487
2020-01-22,112.875,112.875,109.75,110.25,110.25,661200,488
2020-01-23,104.8125,106.75,102.8125,105.875,105.875,920720,489
2020-01-24,102.625,102.875,99.4375,101.375,101.375,997296,490
2020-01-27,95.6875,98.3125,94.375,95.875,95.875,897984,491
2020-01-28,96.9375,99.5625,96.0625,98.3125,98.3125,498272,492
2020-01-29,98.8125,98.9375,95.5,96.8125,96.8125,450720,493
2020-01-30,93.0625,95.5,91.4375,95.5,95.5,1012704,494
2020-01-31,91.8125,93.625,88.9375,91.375,91.375,1051248,495
2020-02-03,89.5625,91.125,85.1875,85.6875,85.6875,1233392,496
2020-02-04,88.4375,88.75,83.9375,84.5625,84.5625,905568,497
2020-02-05,89.5,91.8125,87,88.8125,88.8125,1003136,498
2020-02-06,87.8125,89.8125,86.25,89.25,89.25,559104,499
2020-02-07,87.0625,89.0625,86.0625,86.9375,86.9375,598128,500
2020-02-10,85.125,86.375,83.5,84,84,798848,501
2020-02-11,87.5,87.5625,84.5625,85.4375,85.4375,524960,502
2020-02-12,90.5,91.125,88.8125,90.4375,90.4375,875616,503
2020-02-13,90.5,91.8125,89.5,90.8125,90.8125,437840,504
2020-02-14,92.6875,93.25,91,92.6875,92.6875,454688,505
2020-02-18,89.5,92.8125,89.4375,92.6875,92.6875,381392,506
2020-02-19,95.625,97.375,94,96.25,96.25,520864,507
2020-02-20,98.6875,100.4375,97.4375,97.875,97.875,589184,508
2020-02-21,94.4375,96.5,93,95.625,95.625,567408,509
2020-02-24,86.875,89.6875,85.4375,88.5,88.5,1021120,510
2020-02-25,88.875,89.0625,83.125,83.4375,83.4375,850208,511
2020-02-26,82.8125,85.375,78.3125,79.6875,79.6875,1186128,512
2020-02-27,72.3125,76.5625,70.625,73.5,73.5,1334384,513
2020-02-28,68,69.125,64.4375,68.3125,68.3125,1333216,514
2020-03-02,71.4375,75,69.625,74.875,74.875,840128,515
2020-03-03,76.3125,78.8125,72.1875,74.5,74.5,1124384,516
2020-03-04,77.8125,78.1875,72.75,74.125,74.125,821120,517
2020-03-05,73.5,74,69.625,70.5625,70.5625,746304,518
2020-03-06,65.25,65.5,55.9375,57.5,57.5,2982608,519
2020-03-09,34.6875,39.375,29.125,29.3125,29.3125,6002032,520
2020-03-10,34.1875,36.4375,32.125,35.5625,35.5625,3315696,521
2020-03-11,33.3125,34.125,31.625,32.75,32.75,2015648,522
2020-03-12,28.0625,31.3125,28,28.875,28.875,2190560,523
2020-03-13,32.0625,34.1875,29,32.5,32.5,2422128,524
2020-03-16,24.75,27.4375,24.0625,24.5,24.5,3184384,525
2020-03-17,24.375,25.375,21.25,21.6875,21.6875,3475360,526
2020-03-18,16.9375,17.75,11.25,13.5625,13.5625,9149552,527
2020-03-19,13.6875,19.625,12.9375,16.75,16.75,7035184,528
2020-03-20,16.125,16.6875,12.5625,14.125,14.125,7492368,529
2020-03-23,12.8125,13.625,11.8125,13.5625,13.5625,6388304,530
2020-03-24,14.5,14.5625,13,14,14,4638448,531
2020-03-25,13.4375,15,12.75,14.5625,14.5625,4922736,532
2020-03-26,13.625,13.9375,12.1875,13.0625,13.0625,7502352,533
2020-03-27,11.5,11.5625,10.5625,11.25,11.25,10100944,534
2020-03-30,9.9375,10.25,8.9375,9.9375,9.9375,13898112,535
2020-03-31,10.625,10.625,9.6875,9.9375,9.9375,8339440,536
2020-04-01,10.0625,10.625,9.5,10.5625,10.5625,6286832,537
2020-04-02,11.5625,16.375,11.25,14.0625,14.0625,28280864,538
2020-04-03,17.1875,19.1875,15.8125,18.5,18.5,22765872,539
2020-04-06,16.6875,17.25,15.25,15.75,15.75,18477120,540
2020-04-07,15.6875,16.0625,12.4375,13.375,13.375,20568720,541
2020-04-08,13.375,15,12.6875,14.75,14.75,21484384,542
2020-04-09,14.75,16.6875,12,12.625,12.625,40840544,543
2020-04-13,12.8125,13.25,12.375,12.6875,12.6875,15795936,544
2020-04-14,12.125,12.25,11.25,11.75,11.75,20056640,545
2020-04-15,10.625,10.75,10,10.4375,10.4375,25717824,546
2020-04-16,10.25,10.25,9.1875,10.1875,10.1875,24555600,547
2020-04-17,9.75,10.1875,9.5625,9.875,9.875,18527792,548
2020-04-20,8.3125,8.9375,8,8.4375,8.4375,90234128,549
2020-04-21,5.825,6.1725,2.75,3.6425,3.6425,207308000,550
2020-04-22,4.1475,4.61,3.865,3.915,3.915,147116800,551
2020-04-23,4.605,4.9,3.995,4.4425,4.4425,132735200,552
2020-04-24,4.4375,4.5525,3.95,4.1325,4.1325,74407600,553
2020-04-27,3.165,3.2375,2.975,3.105,3.105,132653200,554
2020-04-28,3.1925,3.32,2.915,3.01,3.01,103622000,555
2020-04-29,3.23,3.375,3.1475,3.2075,3.2075,94574400,556
2020-04-30,3.5475,3.6675,3.1575,3.6575,3.6575,112055600,557
2020-05-01,3.5125,3.625,3.3375,3.48,3.48,62276400,558
2020-05-04,3.385,3.75,3.335,3.7475,3.7475,50804000,559
2020-05-05,4.035,4.3925,4.025,4.3775,4.3775,91051600,560
2020-05-06,4.1875,4.2575,3.845,4.05,4.05,88586000,561
2020-05-07,4.4125,4.435,3.82,3.89,3.89,93968000,562
2020-05-08,4.185,4.43,3.9775,4.345,4.345,82153600,563
2020-05-11,4.2925,4.3325,3.99,4.12,4.12,64561200,564
2020-05-12,4.1725,4.21,3.9825,4.0325,4.0325,54759600,565
2020-05-13,4.095,4.1825,3.81,3.9275,3.9275,54155200,566
2020-05-14,4,4.3875,3.9525,4.2975,4.2975,54550000,567
2020-05-15,4.4675,4.6875,4.3575,4.6525,4.6525,66263200,568
2020-05-18,5.29,5.5325,5.1425,5.3575,5.3575,75003600,569
2020-05-19,5.3825,5.445,5.135,5.2925,5.2925,52939600,570
2020-05-20,5.5375,5.7875,5.4925,5.74,5.74,70548000,571
2020-05-21,5.9875,6,5.68,5.865,5.865,67175600,572
2020-05-22,5.5625,5.7225,5.3,5.7125,5.7125,58064400,573
2020-05-26,5.945,6.025,5.665,5.9225,5.9225,57930400,574
2020-05-27,5.7325,5.795,5.35,5.5075,5.5075,69696000,575
2020-05-28,5.49,5.865,5.3525,5.6625,5.6625,62215600,576
2020-05-29,5.4675,6.3,5.425,6.1125,6.1125,78316000,577
2020-06-01,5.9275,6.325,5.895,6.285,6.285,63923600,578
2020-06-02,6.3225,6.655,6.3,6.6325,6.6325,54658400,579
2020-06-03,6.6075,6.91,6.41,6.6375,6.6375,80906400,580
2020-06-04,6.625,6.9125,6.54,6.7725,6.7725,51654800,581
2020-06-05,7.35,7.5725,7.31,7.4425,7.4425,62498000,582
2020-06-08,7.3025,7.385,7.005,7.0575,7.0575,69890400,583
2020-06-09,6.9425,7.3575,6.8725,7.225,7.225,50948000,584
2020-06-10,7.0875,7.6175,6.93,7.2925,7.2925,72498400,585
2020-06-11,6.475,6.66,6.055,6.255,6.255,85167200,586
2020-06-12,6.4875,6.58,6.1025,6.38,6.38,49222400,587
2020-06-15,5.895,6.695,5.8475,6.63,6.63,54642800,588
2020-06-16,7.105,7.3125,6.6475,6.9825,6.9825,69991200,589
2020-06-17,6.8975,7.045,6.735,6.8,6.8,37969600,590
2020-06-18,6.815,7.2025,6.7875,7.1275,7.1275,40334000,591
2020-06-19,7.555,7.6575,6.9525,7.325,7.325,63181600,592
2020-06-22,7.4225,7.7475,7.37,7.7175,7.7175,35628400,593
2020-06-23,7.8925,7.96,7.5,7.585,7.585,47058400,594
2020-06-24,7.3875,7.505,6.5325,6.7525,6.7525,62986000,595
2020-06-25,6.73,7.15,6.67,7.1225,7.1225,39331200,596
2020-06-26,6.965,6.9875,6.6925,6.8025,6.8025,36056000,597
2020-06-29,7.0325,7.3825,6.94,7.2825,7.2825,32560800,598
2020-06-30,7.075,7.43,7.0275,7.17,7.17,35694400,599
2020-07-01,7.31,7.41,7.11,7.32,7.32,35616400,600
2020-07-02,7.5625,7.685,7.315,7.505,7.505,39415600,601
2020-07-06,7.5425,7.785,7.53,7.6275,7.6275,26694400,602
2020-07-07,7.5625,7.75,7.515,7.5325,7.5325,21227600,603
2020-07-08,7.6575,7.7875,7.555,7.7375,7.7375,24338000,604
2020-07-09,7.6775,7.6925,7.21,7.315,7.315,34363200,605
2020-07-10,7.3575,7.7125,7.305,7.6525,7.6525,24691200,606
2020-07-13,7.63,7.7075,7.2975,7.3625,7.3625,25422000,607
2020-07-14,7.215,7.67,7.1775,7.565,7.565,25874400,608
2020-07-15,7.6825,7.9025,7.53,7.7975,7.7975,28046400,609
2020-07-16,7.725,7.86,7.6325,7.7025,7.7025,15544800,610
2020-07-17,7.715,7.75,7.465,7.6675,7.6675,16888400,611
2020-07-20,7.565,7.7525,7.3925,7.68,7.68,20866800,612
2020-07-21,8.145,8.2825,7.9775,8.0375,8.0375,28873600,613
2020-07-22,7.875,8.11,7.8175,8.04,8.04,18379200,614
2020-07-23,7.9375,8.125,7.6725,7.845,7.845,26484000,615
2020-07-24,7.8175,7.875,7.6325,7.83,7.83,21462000,616
2020-07-27,7.78,8.06,7.5825,7.99,7.99,33714400,617
2020-07-28,7.8375,7.885,7.7325,7.7825,7.7825,17372800,618
2020-07-29,7.925,8.005,7.8425,7.9125,7.9125,16910800,619
2020-07-30,7.5825,7.585,7.02,7.53,7.53,46143600,620
2020-07-31,7.605,7.66,7.355,7.61,7.61,23700400,621
2020-08-03,7.65,7.9075,7.58,7.7475,7.7475,23782800,622
2020-08-04,7.6875,8.18,7.6725,7.9875,7.9875,28800800,623
2020-08-05,8.575,8.68,8.185,8.24,8.24,31381200,624
2020-08-06,8.4,8.425,8.1575,8.195,8.195,23969600,625
2020-08-07,8.0375,8.0525,7.8775,8.015,8.015,23535200,626
2020-08-10,8.1725,8.27,8.07,8.1625,8.1625,24264400,627
2020-08-11,8.385,8.4225,7.99,8,8,31061200,628
2020-08-12,8.325,8.4625,8.24,8.355,8.355,30278400,629
2020-08-13,8.3375,8.425,8.2175,8.2925,8.2925,17086800,630
2020-08-14,8.21,8.305,8.1025,8.2625,8.2625,21031200,631
2020-08-17,8.2225,8.5275,8.2025,8.4825,8.4825,21659600,632
2020-08-18,8.2975,8.5225,8.2875,8.41,8.41,18306800,633
2020-08-19,8.3875,8.5125,8.305,8.435,8.435,19550400,634
2020-08-20,8.0875,8.385,7.9525,8.355,8.355,38543600,635
2020-08-21,8.0725,8.2025,7.875,8.15,8.15,45591200,636
2020-08-24,8.2475,8.3625,8.2,8.265,8.265,19548000,637
2020-08-25,8.5925,8.615,8.3975,8.5675,8.5675,23532800,638
2020-08-26,8.6425,8.705,8.5175,8.5825,8.5825,15619200,639
2020-08-27,8.55,8.55,8.22,8.42,8.42,29956800,640
2020-08-28,8.45,8.5075,8.35,8.465,8.465,13226800,641
2020-08-31,8.5425,8.55,8.2725,8.3525,8.3525,26004800,642
2020-09-01,8.41,8.5675,8.365,8.42,8.42,21775200,643
2020-09-02,8.395,8.4,7.875,8,8,39024000,644
2020-09-03,7.645,7.97,7.585,7.905,7.905,27145600,645
2020-09-04,7.785,7.805,7.27,7.3175,7.3175,34549600,646
2020-09-08,6.5,6.54,6.195,6.435,6.435,53843600,647
2020-09-09,6.4675,6.8675,6.4025,6.7275,6.7275,29272400,648
2020-09-10,6.6475,6.7625,6.4175,6.4425,6.4425,27475600,649
2020-09-11,6.5,6.66,6.4075,6.555,6.555,17047600,650
2020-09-14,6.4175,6.545,6.34,6.4925,6.4925,17964000,651
2020-09-15,6.57,6.8675,6.5125,6.775,6.775,25198400,652
2020-09-16,7.11,7.4025,7.0475,7.345,7.345,22240800,653
2020-09-17,7.2575,7.6375,7.2025,7.565,7.565,18518000,654
2020-09-18,7.545,7.655,7.395,7.4725,7.4725,13710800,655
2020-09-21,7.2975,7.345,6.815,7.1025,7.1025,23611200,656
2020-09-22,7.1325,7.2075,6.8875,7.055,7.055,15009600,657
2020-09-23,7.125,7.345,6.9675,6.98,6.98,21981200,658
2020-09-24,7.115,7.245,7.0325,7.1975,7.1975,14852800,659
2020-09-25,7.1125,7.215,7.045,7.1225,7.1225,10420400,660
2020-09-28,7.19,7.36,7.095,7.2775,7.2775,13224000,661
2020-09-29,7.1075,7.1175,6.63,6.8125,6.8125,26336400,662
2020-09-30,6.945,7.21,6.915,7.1125,7.1125,17701600,663
2020-10-01,6.86,6.9125,6.4075,6.75,6.75,34710000,664
2020-10-02,6.19,6.48,6.1275,6.2375,6.2375,39814400,665
2020-10-05,6.7625,7,6.7,6.905,6.905,32845200,666
2020-10-06,7.2225,7.32,7.045,7.09,7.09,22830000,667
2020-10-07,6.99,7.0825,6.86,7.0725,7.0725,18040400,668
2020-10-08,7.3475,7.4125,7.2225,7.3875,7.3875,21011200,669
2020-10-09,7.3325,7.435,7.125,7.185,7.185,15922800,670
2020-10-12,7.0525,7.055,6.75,6.915,6.915,18568400,671
2020-10-13,7.075,7.14,6.9875,7.0725,7.0725,12316400,672
2020-10-14,7.255,7.3175,7.2075,7.28,7.28,13762400,673
2020-10-15,6.88,7.2625,6.8475,7.2525,7.2525,18466800,674
2020-10-16,7.1025,7.225,6.985,7.175,7.175,11781600,675
2020-10-19,7.2225,7.29,7.1025,7.12,7.12,12805600,676
2020-10-20,7.0625,7.425,7.055,7.315,7.315,13984800,677
2020-10-21,7.12,7.1875,6.79,6.86,6.86,24330000,678
2020-10-22,6.96,7.155,6.9475,7.0375,7.0375,13680400,679
2020-10-23,7.0575,7.065,6.715,6.76,6.76,18720800,680
2020-10-26,6.5275,6.5775,6.35,6.4175,6.4175,24088800,681
2020-10-27,6.515,6.785,6.4775,6.6675,6.6675,17217600,682
2020-10-28,6.115,6.1825,5.9725,6.095,6.095,32528400,683
2020-10-29,5.505,5.825,5.4325,5.7725,5.7725,30122400,684
2020-10-30,5.655,5.7275,5.5325,5.67,5.67,16303200,685
2020-11-02,5.66,6.13,5.655,6.115,6.115,24072800,686
2020-11-03,6.395,6.415,6.1725,6.295,6.295,19500400,687
2020-11-04,6.45,6.68,6.27,6.6025,6.6025,22816800,688
2020-11-05,6.5825,6.7025,6.43,6.4675,6.4675,18836800,689
2020-11-06,6.33,6.345,6.0425,6.1625,6.1625,20819200,690
2020-11-09,7.0425,7.1425,6.815,6.83,6.83,44674800,691
2020-11-10,7.0725,7.1925,6.9675,7.16,7.16,32088800,692
2020-11-11,7.52,7.545,7.1825,7.2425,7.2425,19474400,693
2020-11-12,7.31,7.41,7.045,7.06,7.06,19390400,694
2020-11-13,6.995,7.0175,6.7775,6.8175,6.8175,13988000,695
2020-11-16,7.245,7.265,7.0325,7.0975,7.0975,16650800,696
2020-11-17,6.995,7.195,6.9475,7.14,7.14,14642000,697
2020-11-18,7.2275,7.3575,7.17,7.19,7.19,18029600,698
2020-11-19,7.165,7.2475,7.07,7.2125,7.2125,11649200,699
2020-11-20,7.155,7.3325,7.15,7.2925,7.2925,15315600,700
2020-11-23,7.45,7.505,7.3675,7.3775,7.3775,14567600,701
2020-11-24,7.725,8.1,7.7175,7.9875,7.9875,21278000,702
2020-11-25,8.245,8.39,8.095,8.26,8.26,18115200,703
2020-11-27,8.16,8.2625,8.1025,8.195,8.195,7326400,704
2020-11-30,8.135,8.205,7.905,8.05,8.05,16268000,705
2020-12-01,8.03,8.05,7.7475,7.87,7.87,10407200,706
2020-12-02,7.8725,8.25,7.8675,8.0325,8.0325,14936800,707
2020-12-03,7.975,8.1925,7.9325,8.12,8.12,14734800,708
2020-12-04,8.1725,8.39,8.165,8.2975,8.2975,12247200,709
2020-12-07,8.27,8.475,8.21,8.2475,8.2475,11901200,710
2020-12-08,8.175,8.295,8.0875,8.2575,8.2575,9268000,711
2020-12-09,8.3575,8.4,8.03,8.2225,8.2225,14382800,712
2020-12-10,8.49,8.875,8.4775,8.6025,8.6025,16694000,713
2020-12-11,8.575,8.615,8.4275,8.51,8.51,7837200,714
2020-12-14,8.6325,8.6725,8.2375,8.6375,8.6375,14520400,715
2020-12-15,8.7175,8.87,8.6775,8.83,8.83,10480000,716
2020-12-16,8.8425,8.98,8.7275,8.95,8.95,12146800,717
2020-12-17,9.0975,9.2,9.05,9.17,9.17,9130800,718
2020-12-18,9.2675,9.44,9.2275,9.35,9.35,11204000,719
2020-12-21,8.64,9.0025,8.605,8.885,8.885,22466000,720
2020-12-22,8.71,8.805,8.565,8.605,8.605,12806000,721
2020-12-23,8.735,9.1125,8.73,8.955,8.955,12182400,722
2020-12-24,8.89,9.0375,8.85,9.0325,9.0325,4099200,723
2020-12-28,9.0275,9.115,8.8325,8.8775,8.8775,11031600,724
2020-12-29,9.0625,9.08,8.91,8.9725,8.9725,6461200,725
2020-12-30,8.8725,9.1925,8.855,9.015,9.015,9372000,726
2020-12-31,8.925,9.11,8.8675,9.0675,9.0675,6795600,727
2021-01-04,9.085,9.235,8.68,8.75,8.75,19034800,728
2021-01-05,9.28,9.6475,9.28,9.5275,9.5275,22842800,729
2021-01-06,9.52,9.78,9.3075,9.5775,9.5775,14151600,730
2021-01-07,9.7375,9.84,9.6925,9.82,9.82,10457200,731
2021-01-08,10.0325,10.335,9.935,10.2975,10.2975,9293200,732
2021-01-11,9.99,10.295,9.955,10.22,10.22,7386000,733
2021-01-12,10.455,10.6475,10.405,10.585,10.585,7999600,734
2021-01-13,10.5125,10.7,10.4225,10.545,10.545,6622800,735
2021-01-14,10.4975,10.825,10.44,10.7925,10.7925,6654400,736
2021-01-15,10.4875,10.545,10.1425,10.2875,10.2875,10291600,737
2021-01-19,10.48,10.57,10.365,10.4925,10.4925,6857200,738
2021-01-20,10.7225,10.74,10.4425,10.49,10.49,6224400,739
2021-01-21,10.5425,10.63,10.425,10.5025,10.5025,4285600,740
2021-01-22,10.0225,10.405,10,10.19,10.19,8454800,741
2021-01-25,10.1075,10.425,10.065,10.3875,10.3875,6273200,742
2021-01-26,10.45,10.5075,10.27,10.3,10.3,4410800,743
2021-01-27,10.2925,10.57,10.06,10.325,10.325,7332800,744
2021-01-28,10.5675,10.6125,10.1725,10.1825,10.1825,7102000,745
2021-01-29,10.4125,10.475,10.1075,10.1475,10.1475,7302000,746
2021-02-01,10.4775,10.7125,10.19,10.67,10.67,9271200,747
2021-02-02,11.2,11.2025,11.0175,11.0775,11.0775,7318800,748
2021-02-03,11.2925,11.625,11.2875,11.4425,11.4425,10854400,749
2021-02-04,11.55,11.735,11.3025,11.6525,11.6525,7915200,750
2021-02-05,11.9675,12.0025,11.74,11.8825,11.8825,7991600,751
2021-02-08,12.0525,12.36,12.0525,12.3375,12.3375,7076800,752
2021-02-09,12.215,12.51,12.095,12.4825,12.4825,9056000,753
2021-02-10,12.5375,12.67,12.3875,12.545,12.545,10057200,754
2021-02-11,12.6,12.62,12.3075,12.3575,12.3575,7530800,755
2021-02-12,12.4,13.045,12.3825,12.96,12.96,10650800,756
2021-02-16,13.1325,13.315,13.0425,13.3,13.3,8105600,757
2021-02-17,13.1825,13.6125,13.0925,13.585,13.585,8328000,758
2021-02-18,13.705,13.73,13.0725,13.175,13.175,8244000,759
2021-02-19,13.1925,13.3375,12.7225,12.81,12.81,7027600,760
2021-02-22,13.3775,13.915,13.3775,13.8225,13.8225,8822000,761
2021-02-23,13.7525,14.1425,13.475,14.0775,14.0775,9464400,762
2021-02-24,14.2475,14.7,14.1775,14.6625,14.6625,8455200,763
2021-02-25,14.545,14.8325,14.4375,14.63,14.63,7299600,764
2021-02-26,14.3875,14.3975,13.7,13.8325,13.8325,5798400,765
2021-03-01,13.8425,14.03,13.1725,13.355,13.355,6657200,766
2021-03-02,13.605,13.6775,13.0275,13.0375,13.0375,5356000,767
2021-03-03,13.5625,14.0125,13.3275,13.6725,13.6725,5578400,768
2021-03-04,14.1075,15.0375,13.875,14.8,14.8,10950800,769
2021-03-05,15.4225,15.6975,15.325,15.6825,15.6825,7111200,770
2021-03-08,15.4675,15.575,15.055,15.1325,15.1325,7854400,771
2021-03-09,15.3175,15.3675,14.87,14.8975,14.8975,6244400,772
2021-03-10,15,15.315,14.7125,15.265,15.265,5033200,773
2021-03-11,15.4125,15.8375,15.2875,15.8075,15.8075,5216400,774
2021-03-12,15.665,15.8375,15.575,15.67,15.67,3680400,775
2021-03-15,15.4075,15.67,15.1125,15.615,15.615,5380800,776
2021-03-16,15.2025,15.5425,15.04,15.3975,15.3975,3664800,777
2021-03-17,15.33,15.5,15.0725,15.415,15.415,3269600,778
2021-03-18,14.945,14.995,12.8275,13.325,13.325,15807200,779
2021-03-19,13.545,14.21,13.2175,14.08,14.08,6680000,780
2021-03-22,14.2025,14.3275,13.965,14.0425,14.0425,3556400,781
2021-03-23,13.19,13.5925,12.615,12.7275,12.7275,9956800,782
2021-03-24,13.4575,14.0725,13.385,13.86,13.86,7354800,783
2021-03-25,13.265,13.35,12.555,12.8925,12.8925,8471600,784
2021-03-26,13.75,14.0375,13.6625,13.8725,13.8725,5810000,785
2021-03-29,13.6775,14.0575,13.475,14.0375,14.0375,4793200,786
2021-03-30,13.5725,13.865,13.4875,13.5875,13.5875,4057200,787
2021-03-31,13.4775,13.9275,13.025,13.2125,13.2125,6722000,788
2021-04-01,13.8425,14.305,13.2,14.1375,14.1375,7729600,789
2021-04-05,13.77,13.82,12.725,13.2325,13.2325,8526400,790
2021-04-06,13.7275,14.08,13.445,13.525,13.525,7071200,791
2021-04-07,13.4175,13.7225,13.045,13.6,13.6,5101600,792
2021-04-08,13.3975,13.5725,13.1725,13.475,13.475,3866400,793
2021-04-09,13.3625,13.5175,13.3,13.42,13.42,2020800,794
2021-04-12,13.815,13.975,13.5125,13.6125,13.6125,3876000,795
2021-04-13,13.88,13.9925,13.8125,13.95,13.95,3491200,796
2021-04-14,14.4275,15.1125,14.3275,14.915,14.915,6658400,797
2021-04-15,14.9075,15.1075,14.7775,14.99,14.99,4201600,798
2021-04-16,15.0575,15.0725,14.815,14.9075,14.9075,2992800,799
2021-04-19,14.96,15.1175,14.84,14.9675,14.9675,2884000,800
2021-04-20,14.995,15.0325,14.1525,14.56,14.56,3727600,801
2021-04-21,13.985,14.47,13.9625,14.03,14.03,4829600,802
2021-04-22,14.375,14.3775,13.96,14.255,14.255,3429200,803
2021-04-23,14.1425,14.5925,14.1125,14.505,14.505,1980400,804
2021-04-26,14.0975,14.55,14.0725,14.4175,14.4175,3076000,805
2021-04-27,14.685,14.97,14.5475,14.915,14.915,3232800,806
2021-04-28,15.1225,15.4275,15.0575,15.1775,15.1775,5024400,807
